sample	variable	value	description
41	whole_tree_age	28.9989	whole_tree_age
41	island_ori_age	16.8448	island_origin_age
41	island_ori_region	1	island_origin_region
41	rho_d_2	0.05	base_dispersal_rate
41	rho_e_2	0.05	base_extinction_rate
41	rho_w_2	0.05	base_w_speciation_rate
41	rho_b_2	0.25	base_b_speciation_rate
41	sigma_d_1	0	long-distance?
41	sigma_e_1	0	high-island?
41	sigma_w_1	1.5	high-island?
41	sigma_b_1	0	long-distance?
41	sigma_d_2	0	old-to-young?
41	sigma_e_2	0	net-growth?
41	sigma_w_2	-1.5	net-growth?
41	sigma_b_2	0	old-to-young?
41	phi_d_1	-0.5	distance
41	phi_e_1	0	elevation
41	phi_w_1	0.5	elevation
41	phi_b_1	1	distance
41	phi_d_2	0.5	age-diff
41	phi_e_2	1	age
41	phi_w_2	0	age
41	phi_b_2	0	age-diff
