nd177	0
nd178	0
nd140	0
nd115	0
nd116	0
nd90	1
nd57	0
nd99	0
nd100	0
nd64	0
nd41	0
nd42	0
nd71	0
nd103	0
nd104	0
nd205	2
nd325	2
nd326	2
nd92	1
nd79	1
nd129	1
nd183	1
nd184	1
nd191	1
nd192	1
nd23	0
nd111	0
nd185	0
nd186	0
nd134	0
nd31	0
nd32	0
nd20	0
nd125	0
nd126	0
nd50	0
nd46	0
nd87	0
nd88	0
nd76	0
nd123	1
nd124	1
nd155	1
nd156	1
nd269	4
nd270	4
nd283	15
nd291	2
nd292	2
nd295	2
nd296	37
nd277	2
nd278	2
nd276	2
nd335	4
nd336	77
nd265	2
nd266	2
nd160	1
nd120	1
nd165	1
nd197	1
nd199	1
nd200	1
nd144	1
nd145	1
nd146	1
nd203	1
nd204	1
nd193	1
nd194	1
nd131	1
nd149	1
nd169	1
nd170	1
nd173	1
nd174	1
nd154	1
nd161	1
nd162	1
nd167	1
nd168	1
nd135	1
nd136	1
nd109	1
nd110	1
nd195	1
nd196	1
nd187	1
nd188	1
nd141	0
nd142	0
nd18	0
nd67	0
nd68	0
nd34	0
nd121	0
nd127	0
nd128	0
nd147	0
nd241	2
nd313	2
nd337	2
nd338	2
nd250	2
nd253	12
nd254	3
nd307	3
nd308	3
nd301	12
nd302	2
nd311	2
nd312	2
nd261	15
nd315	2
nd316	2
nd310	2
nd238	2
nd229	3
nd230	15
nd319	5
nd323	43
nd327	5
nd328	5
nd273	16
nd281	5
nd329	21
nd331	20
nd332	5
nd287	3
nd288	3
nd201	2
nd211	2
nd303	2
nd304	2
nd231	2
nd232	2
nd267	47
nd297	37
nd317	8
nd318	2
nd293	2
nd294	2
nd271	37
nd272	4
nd279	12
nd299	3
nd300	3
nd290	47
nd258	2
nd305	3
nd306	3
nd333	3
nd334	3
nd322	12
nd252	2
nd105	0
nd106	0
nd189	0
nd190	0
nd179	0
nd180	0
nd118	0
nd60	0
nd36	0
nd28	0
nd53	0
nd54	0
nd44	0
nd12	0
outgroup	6
