nd205	2
nd325	2
nd326	2
nd269	4
nd270	4
nd283	15
nd291	2
nd292	2
nd295	2
nd296	37
nd278	2
nd276	2
nd335	4
nd336	77
nd265	2
nd241	2
nd313	2
nd337	2
nd338	2
nd253	12
nd254	3
nd307	3
nd308	3
nd301	12
nd302	2
nd311	2
nd312	2
nd261	15
nd315	2
nd316	2
nd310	2
nd229	3
nd230	15
nd323	43
nd327	5
nd328	5
nd273	16
nd281	5
nd329	21
nd331	20
nd332	5
nd287	3
nd288	3
nd211	2
nd303	2
nd304	2
nd231	2
nd232	2
nd267	47
nd297	37
nd317	8
nd318	2
nd293	2
nd294	2
nd271	37
nd272	4
nd279	12
nd299	3
nd300	3
nd290	47
nd258	2
nd305	3
nd306	3
nd333	3
nd334	3
nd322	12
nd252	2
outgroup	6
