sample	variable	value	description
75	whole_tree_age	17.819	whole_tree_age
75	island_ori_age	2.03353	island_origin_age
75	island_ori_region	4	island_origin_region
75	rho_d_2	0.05	base_dispersal_rate
75	rho_e_2	0.05	base_extinction_rate
75	rho_w_2	0.05	base_w_speciation_rate
75	rho_b_2	0.25	base_b_speciation_rate
75	sigma_d_1	0	long-distance?
75	sigma_e_1	0	high-island?
75	sigma_w_1	0	high-island?
75	sigma_b_1	1.5	long-distance?
75	sigma_d_2	0	old-to-young?
75	sigma_e_2	0	net-growth?
75	sigma_w_2	-1.5	net-growth?
75	sigma_b_2	-1.5	old-to-young?
75	phi_d_1	-0.5	distance
75	phi_e_1	0	elevation
75	phi_w_1	0	elevation
75	phi_b_1	0	distance
75	phi_d_2	0	age-diff
75	phi_e_2	1	age
75	phi_w_2	0	age
75	phi_b_2	-1	age-diff
