sample	variable	value	description
147	whole_tree_age	26.3533	whole_tree_age
147	island_ori_age	12.2959	island_origin_age
147	island_ori_region	1	island_origin_region
147	rho_d_2	0.025	base_dispersal_rate
147	rho_e_2	0.025	base_extinction_rate
147	rho_w_2	0.025	base_w_speciation_rate
147	rho_b_2	0.15	base_b_speciation_rate
147	sigma_d_1	0	long-distance?
147	sigma_e_1	-1	high-island?
147	sigma_w_1	0	high-island?
147	sigma_b_1	1	long-distance?
147	sigma_d_2	1	old-to-young?
147	sigma_e_2	1	net-growth?
147	sigma_w_2	-1	net-growth?
147	sigma_b_2	-1	old-to-young?
147	phi_d_1	0	distance
147	phi_e_1	-1	elevation
147	phi_w_1	1	elevation
147	phi_b_1	0	distance
147	phi_d_2	0	age-diff
147	phi_e_2	0	age
147	phi_w_2	-1	age
147	phi_b_2	0	age-diff
