sample	variable	value	description
10	whole_tree_age	9.91701	whole_tree_age
10	island_ori_age	6.00845	island_origin_age
10	island_ori_region	3	island_origin_region
10	rho_d_2	0.025	base_dispersal_rate
10	rho_e_2	0.025	base_extinction_rate
10	rho_w_2	0.025	base_w_speciation_rate
10	rho_b_2	0.15	base_b_speciation_rate
10	sigma_d_1	-1	long-distance?
10	sigma_e_1	0	high-island?
10	sigma_w_1	1	high-island?
10	sigma_b_1	1	long-distance?
10	sigma_d_2	0	old-to-young?
10	sigma_e_2	0	net-growth?
10	sigma_w_2	-1	net-growth?
10	sigma_b_2	-1	old-to-young?
10	phi_d_1	-1	distance
10	phi_e_1	-1	elevation
10	phi_w_1	0	elevation
10	phi_b_1	1	distance
10	phi_d_2	0	age-diff
10	phi_e_2	1	age
10	phi_w_2	0	age
10	phi_b_2	0	age-diff
