sample	variable	value	description
329	whole_tree_age	31.6127	whole_tree_age
329	island_ori_age	16.8143	island_origin_age
329	island_ori_region	1	island_origin_region
329	rho_d_2	0.025	base_dispersal_rate
329	rho_e_2	0.025	base_extinction_rate
329	rho_w_2	0.025	base_w_speciation_rate
329	rho_b_2	0.15	base_b_speciation_rate
329	sigma_d_1	-1	long-distance?
329	sigma_e_1	-1	high-island?
329	sigma_w_1	0	high-island?
329	sigma_b_1	0	long-distance?
329	sigma_d_2	1	old-to-young?
329	sigma_e_2	0	net-growth?
329	sigma_w_2	-1	net-growth?
329	sigma_b_2	0	old-to-young?
329	phi_d_1	-1	distance
329	phi_e_1	-1	elevation
329	phi_w_1	0	elevation
329	phi_b_1	0	distance
329	phi_d_2	0	age-diff
329	phi_e_2	0	age
329	phi_w_2	-1	age
329	phi_b_2	-1	age-diff
