sample	variable	value	description
207	whole_tree_age	21.8759	whole_tree_age
207	island_ori_age	11.498	island_origin_age
207	island_ori_region	1	island_origin_region
207	rho_d_2	0.05	base_dispersal_rate
207	rho_e_2	0.05	base_extinction_rate
207	rho_w_2	0.05	base_w_speciation_rate
207	rho_b_2	0.25	base_b_speciation_rate
207	sigma_d_1	0	long-distance?
207	sigma_e_1	0	high-island?
207	sigma_w_1	0	high-island?
207	sigma_b_1	1.5	long-distance?
207	sigma_d_2	1.5	old-to-young?
207	sigma_e_2	0	net-growth?
207	sigma_w_2	-1.5	net-growth?
207	sigma_b_2	-1.5	old-to-young?
207	phi_d_1	-0.5	distance
207	phi_e_1	0	elevation
207	phi_w_1	0	elevation
207	phi_b_1	0	distance
207	phi_d_2	0.5	age-diff
207	phi_e_2	0	age
207	phi_w_2	-0.5	age
207	phi_b_2	0	age-diff
