sample	variable	value	description
23	whole_tree_age	23.306	whole_tree_age
23	island_ori_age	16.8334	island_origin_age
23	island_ori_region	1	island_origin_region
23	rho_d_2	0.05	base_dispersal_rate
23	rho_e_2	0.05	base_extinction_rate
23	rho_w_2	0.05	base_w_speciation_rate
23	rho_b_2	0.25	base_b_speciation_rate
23	sigma_d_1	0	long-distance?
23	sigma_e_1	-1.5	high-island?
23	sigma_w_1	1.5	high-island?
23	sigma_b_1	1.5	long-distance?
23	sigma_d_2	1.5	old-to-young?
23	sigma_e_2	1.5	net-growth?
23	sigma_w_2	-1.5	net-growth?
23	sigma_b_2	-1.5	old-to-young?
23	phi_d_1	0	distance
23	phi_e_1	0	elevation
23	phi_w_1	0	elevation
23	phi_b_1	1	distance
23	phi_d_2	0.5	age-diff
23	phi_e_2	0	age
23	phi_w_2	0	age
23	phi_b_2	0	age-diff
