sample	variable	value	description
224	whole_tree_age	11.3572	whole_tree_age
224	island_ori_age	3.24595	island_origin_age
224	island_ori_region	3	island_origin_region
224	rho_d_2	0.05	base_dispersal_rate
224	rho_e_2	0.05	base_extinction_rate
224	rho_w_2	0.05	base_w_speciation_rate
224	rho_b_2	0.25	base_b_speciation_rate
224	sigma_d_1	-1.5	long-distance?
224	sigma_e_1	-1.5	high-island?
224	sigma_w_1	0	high-island?
224	sigma_b_1	0	long-distance?
224	sigma_d_2	1.5	old-to-young?
224	sigma_e_2	1.5	net-growth?
224	sigma_w_2	0	net-growth?
224	sigma_b_2	-1.5	old-to-young?
224	phi_d_1	-0.5	distance
224	phi_e_1	-1	elevation
224	phi_w_1	0.5	elevation
224	phi_b_1	1	distance
224	phi_d_2	0.5	age-diff
224	phi_e_2	1	age
224	phi_w_2	-0.5	age
224	phi_b_2	-1	age-diff
