sample	variable	value	description
161	whole_tree_age	26.2662	whole_tree_age
161	island_ori_age	14.7151	island_origin_age
161	island_ori_region	1	island_origin_region
161	rho_d_2	0.025	base_dispersal_rate
161	rho_e_2	0.025	base_extinction_rate
161	rho_w_2	0.025	base_w_speciation_rate
161	rho_b_2	0.15	base_b_speciation_rate
161	sigma_d_1	0	long-distance?
161	sigma_e_1	0	high-island?
161	sigma_w_1	1	high-island?
161	sigma_b_1	0	long-distance?
161	sigma_d_2	0	old-to-young?
161	sigma_e_2	0	net-growth?
161	sigma_w_2	0	net-growth?
161	sigma_b_2	-1	old-to-young?
161	phi_d_1	-1	distance
161	phi_e_1	-1	elevation
161	phi_w_1	0	elevation
161	phi_b_1	1	distance
161	phi_d_2	1	age-diff
161	phi_e_2	0	age
161	phi_w_2	-1	age
161	phi_b_2	-1	age-diff
