sample	variable	value	description
200	whole_tree_age	31.3948	whole_tree_age
200	island_ori_age	13.3919	island_origin_age
200	island_ori_region	1	island_origin_region
200	rho_d_2	0.025	base_dispersal_rate
200	rho_e_2	0.025	base_extinction_rate
200	rho_w_2	0.025	base_w_speciation_rate
200	rho_b_2	0.15	base_b_speciation_rate
200	sigma_d_1	-1	long-distance?
200	sigma_e_1	0	high-island?
200	sigma_w_1	0	high-island?
200	sigma_b_1	1	long-distance?
200	sigma_d_2	0	old-to-young?
200	sigma_e_2	1	net-growth?
200	sigma_w_2	-1	net-growth?
200	sigma_b_2	0	old-to-young?
200	phi_d_1	-1	distance
200	phi_e_1	-1	elevation
200	phi_w_1	0	elevation
200	phi_b_1	1	distance
200	phi_d_2	1	age-diff
200	phi_e_2	1	age
200	phi_w_2	0	age
200	phi_b_2	0	age-diff
