sample	variable	value	description
256	whole_tree_age	25.1234	whole_tree_age
256	island_ori_age	2.27265	island_origin_age
256	island_ori_region	5	island_origin_region
256	rho_d_2	0.05	base_dispersal_rate
256	rho_e_2	0.05	base_extinction_rate
256	rho_w_2	0.05	base_w_speciation_rate
256	rho_b_2	0.25	base_b_speciation_rate
256	sigma_d_1	-1.5	long-distance?
256	sigma_e_1	0	high-island?
256	sigma_w_1	1.5	high-island?
256	sigma_b_1	1.5	long-distance?
256	sigma_d_2	1.5	old-to-young?
256	sigma_e_2	0	net-growth?
256	sigma_w_2	-1.5	net-growth?
256	sigma_b_2	0	old-to-young?
256	phi_d_1	0	distance
256	phi_e_1	0	elevation
256	phi_w_1	0.5	elevation
256	phi_b_1	0	distance
256	phi_d_2	0.5	age-diff
256	phi_e_2	1	age
256	phi_w_2	-0.5	age
256	phi_b_2	0	age-diff
