sample	variable	value	description
107	whole_tree_age	23.9073	whole_tree_age
107	island_ori_age	14.1557	island_origin_age
107	island_ori_region	1	island_origin_region
107	rho_d_2	0.05	base_dispersal_rate
107	rho_e_2	0.05	base_extinction_rate
107	rho_w_2	0.05	base_w_speciation_rate
107	rho_b_2	0.25	base_b_speciation_rate
107	sigma_d_1	-1.5	long-distance?
107	sigma_e_1	-1.5	high-island?
107	sigma_w_1	1.5	high-island?
107	sigma_b_1	1.5	long-distance?
107	sigma_d_2	1.5	old-to-young?
107	sigma_e_2	0	net-growth?
107	sigma_w_2	-1.5	net-growth?
107	sigma_b_2	-1.5	old-to-young?
107	phi_d_1	0	distance
107	phi_e_1	0	elevation
107	phi_w_1	0.5	elevation
107	phi_b_1	0	distance
107	phi_d_2	0.5	age-diff
107	phi_e_2	1	age
107	phi_w_2	0	age
107	phi_b_2	0	age-diff
