sample	variable	value	description
215	whole_tree_age	31.6035	whole_tree_age
215	island_ori_age	16.2655	island_origin_age
215	island_ori_region	1	island_origin_region
215	rho_d_2	0.05	base_dispersal_rate
215	rho_e_2	0.05	base_extinction_rate
215	rho_w_2	0.05	base_w_speciation_rate
215	rho_b_2	0.25	base_b_speciation_rate
215	sigma_d_1	-1.5	long-distance?
215	sigma_e_1	-1.5	high-island?
215	sigma_w_1	1.5	high-island?
215	sigma_b_1	0	long-distance?
215	sigma_d_2	0	old-to-young?
215	sigma_e_2	0	net-growth?
215	sigma_w_2	0	net-growth?
215	sigma_b_2	0	old-to-young?
215	phi_d_1	-0.5	distance
215	phi_e_1	-1	elevation
215	phi_w_1	0.5	elevation
215	phi_b_1	0	distance
215	phi_d_2	0.5	age-diff
215	phi_e_2	1	age
215	phi_w_2	-0.5	age
215	phi_b_2	0	age-diff
