sample	variable	value	description
48	whole_tree_age	24.1849	whole_tree_age
48	island_ori_age	9.58729	island_origin_age
48	island_ori_region	2	island_origin_region
48	rho_d_2	0.05	base_dispersal_rate
48	rho_e_2	0.05	base_extinction_rate
48	rho_w_2	0.05	base_w_speciation_rate
48	rho_b_2	0.25	base_b_speciation_rate
48	sigma_d_1	-1.5	long-distance?
48	sigma_e_1	0	high-island?
48	sigma_w_1	0	high-island?
48	sigma_b_1	1.5	long-distance?
48	sigma_d_2	1.5	old-to-young?
48	sigma_e_2	1.5	net-growth?
48	sigma_w_2	0	net-growth?
48	sigma_b_2	0	old-to-young?
48	phi_d_1	0	distance
48	phi_e_1	-1	elevation
48	phi_w_1	0.5	elevation
48	phi_b_1	1	distance
48	phi_d_2	0.5	age-diff
48	phi_e_2	0	age
48	phi_w_2	-0.5	age
48	phi_b_2	-1	age-diff
