sample	variable	value	description
138	whole_tree_age	21.1191	whole_tree_age
138	island_ori_age	5.68713	island_origin_age
138	island_ori_region	1	island_origin_region
138	rho_d_2	0.05	base_dispersal_rate
138	rho_e_2	0.05	base_extinction_rate
138	rho_w_2	0.05	base_w_speciation_rate
138	rho_b_2	0.2	base_b_speciation_rate
138	sigma_d_1	-1	long-distance?
138	sigma_e_1	-1	high-island?
138	sigma_w_1	0	high-island?
138	sigma_b_1	1	long-distance?
138	sigma_d_2	1	old-to-young?
138	sigma_e_2	-1	net-growth?
138	sigma_w_2	-1	net-growth?
138	sigma_b_2	0	old-to-young?
138	phi_d_1	-1	distance
138	phi_e_1	0	elevation
138	phi_w_1	0	elevation
138	phi_b_1	0	distance
138	phi_d_2	0	age-diff
138	phi_e_2	1	age
138	phi_w_2	0	age
138	phi_b_2	0	age-diff
