sample	variable	value	description
47	whole_tree_age	22.2682	whole_tree_age
47	island_ori_age	5.38151	island_origin_age
47	island_ori_region	2	island_origin_region
47	rho_d_2	0.05	base_dispersal_rate
47	rho_e_2	0.05	base_extinction_rate
47	rho_w_2	0.05	base_w_speciation_rate
47	rho_b_2	0.25	base_b_speciation_rate
47	sigma_d_1	0	long-distance?
47	sigma_e_1	0	high-island?
47	sigma_w_1	0	high-island?
47	sigma_b_1	0	long-distance?
47	sigma_d_2	1.5	old-to-young?
47	sigma_e_2	1.5	net-growth?
47	sigma_w_2	0	net-growth?
47	sigma_b_2	-1.5	old-to-young?
47	phi_d_1	0	distance
47	phi_e_1	0	elevation
47	phi_w_1	0.5	elevation
47	phi_b_1	0	distance
47	phi_d_2	0.5	age-diff
47	phi_e_2	0	age
47	phi_w_2	0	age
47	phi_b_2	-1	age-diff
