sample	variable	value	description
225	whole_tree_age	15.3379	whole_tree_age
225	island_ori_age	6.76516	island_origin_age
225	island_ori_region	1	island_origin_region
225	rho_d_2	0.05	base_dispersal_rate
225	rho_e_2	0.05	base_extinction_rate
225	rho_w_2	0.05	base_w_speciation_rate
225	rho_b_2	0.25	base_b_speciation_rate
225	sigma_d_1	0	long-distance?
225	sigma_e_1	0	high-island?
225	sigma_w_1	0	high-island?
225	sigma_b_1	1.5	long-distance?
225	sigma_d_2	1.5	old-to-young?
225	sigma_e_2	1.5	net-growth?
225	sigma_w_2	0	net-growth?
225	sigma_b_2	0	old-to-young?
225	phi_d_1	0	distance
225	phi_e_1	0	elevation
225	phi_w_1	0.5	elevation
225	phi_b_1	1	distance
225	phi_d_2	0.5	age-diff
225	phi_e_2	0	age
225	phi_w_2	-0.5	age
225	phi_b_2	0	age-diff
