sample	variable	value	description
229	whole_tree_age	23.0891	whole_tree_age
229	island_ori_age	14.3009	island_origin_age
229	island_ori_region	1	island_origin_region
229	rho_d_2	0.05	base_dispersal_rate
229	rho_e_2	0.05	base_extinction_rate
229	rho_w_2	0.05	base_w_speciation_rate
229	rho_b_2	0.25	base_b_speciation_rate
229	sigma_d_1	-1.5	long-distance?
229	sigma_e_1	0	high-island?
229	sigma_w_1	0	high-island?
229	sigma_b_1	1.5	long-distance?
229	sigma_d_2	0	old-to-young?
229	sigma_e_2	0	net-growth?
229	sigma_w_2	-1.5	net-growth?
229	sigma_b_2	-1.5	old-to-young?
229	phi_d_1	0	distance
229	phi_e_1	0	elevation
229	phi_w_1	0.5	elevation
229	phi_b_1	1	distance
229	phi_d_2	0.5	age-diff
229	phi_e_2	1	age
229	phi_w_2	0	age
229	phi_b_2	-1	age-diff
