sample	variable	value	description
269	whole_tree_age	6.20175	whole_tree_age
269	island_ori_age	6.05875	island_origin_age
269	island_ori_region	3	island_origin_region
269	rho_d_2	0.025	base_dispersal_rate
269	rho_e_2	0.025	base_extinction_rate
269	rho_w_2	0.025	base_w_speciation_rate
269	rho_b_2	0.15	base_b_speciation_rate
269	sigma_d_1	-1	long-distance?
269	sigma_e_1	-1	high-island?
269	sigma_w_1	1	high-island?
269	sigma_b_1	1	long-distance?
269	sigma_d_2	0	old-to-young?
269	sigma_e_2	0	net-growth?
269	sigma_w_2	0	net-growth?
269	sigma_b_2	-1	old-to-young?
269	phi_d_1	-1	distance
269	phi_e_1	-1	elevation
269	phi_w_1	1	elevation
269	phi_b_1	0	distance
269	phi_d_2	0	age-diff
269	phi_e_2	1	age
269	phi_w_2	-1	age
269	phi_b_2	-1	age-diff
