sample	variable	value	description
63	whole_tree_age	20.646	whole_tree_age
63	island_ori_age	18.1218	island_origin_age
63	island_ori_region	1	island_origin_region
63	rho_d_2	0.05	base_dispersal_rate
63	rho_e_2	0.05	base_extinction_rate
63	rho_w_2	0.05	base_w_speciation_rate
63	rho_b_2	0.25	base_b_speciation_rate
63	sigma_d_1	0	long-distance?
63	sigma_e_1	0	high-island?
63	sigma_w_1	1.5	high-island?
63	sigma_b_1	0	long-distance?
63	sigma_d_2	0	old-to-young?
63	sigma_e_2	0	net-growth?
63	sigma_w_2	-1.5	net-growth?
63	sigma_b_2	0	old-to-young?
63	phi_d_1	-0.5	distance
63	phi_e_1	-1	elevation
63	phi_w_1	0	elevation
63	phi_b_1	1	distance
63	phi_d_2	0	age-diff
63	phi_e_2	1	age
63	phi_w_2	-0.5	age
63	phi_b_2	0	age-diff
