sample	variable	value	description
123	whole_tree_age	15.0243	whole_tree_age
123	island_ori_age	3.65906	island_origin_age
123	island_ori_region	4	island_origin_region
123	rho_d_2	0.05	base_dispersal_rate
123	rho_e_2	0.05	base_extinction_rate
123	rho_w_2	0.05	base_w_speciation_rate
123	rho_b_2	0.2	base_b_speciation_rate
123	sigma_d_1	0	long-distance?
123	sigma_e_1	-1	high-island?
123	sigma_w_1	0	high-island?
123	sigma_b_1	0	long-distance?
123	sigma_d_2	1	old-to-young?
123	sigma_e_2	0	net-growth?
123	sigma_w_2	-1	net-growth?
123	sigma_b_2	0	old-to-young?
123	phi_d_1	-1	distance
123	phi_e_1	-1	elevation
123	phi_w_1	0	elevation
123	phi_b_1	0	distance
123	phi_d_2	0	age-diff
123	phi_e_2	1	age
123	phi_w_2	0	age
123	phi_b_2	0	age-diff
