sample	variable	value	description
195	whole_tree_age	14.4509	whole_tree_age
195	island_ori_age	8.44831	island_origin_age
195	island_ori_region	2	island_origin_region
195	rho_d_2	0.025	base_dispersal_rate
195	rho_e_2	0.025	base_extinction_rate
195	rho_w_2	0.025	base_w_speciation_rate
195	rho_b_2	0.15	base_b_speciation_rate
195	sigma_d_1	-1	long-distance?
195	sigma_e_1	0	high-island?
195	sigma_w_1	0	high-island?
195	sigma_b_1	1	long-distance?
195	sigma_d_2	0	old-to-young?
195	sigma_e_2	1	net-growth?
195	sigma_w_2	-1	net-growth?
195	sigma_b_2	0	old-to-young?
195	phi_d_1	-1	distance
195	phi_e_1	0	elevation
195	phi_w_1	0	elevation
195	phi_b_1	1	distance
195	phi_d_2	0	age-diff
195	phi_e_2	0	age
195	phi_w_2	-1	age
195	phi_b_2	-1	age-diff
