sample	variable	value	description
72	whole_tree_age	28.937	whole_tree_age
72	island_ori_age	19.8307	island_origin_age
72	island_ori_region	1	island_origin_region
72	rho_d_2	0.025	base_dispersal_rate
72	rho_e_2	0.025	base_extinction_rate
72	rho_w_2	0.025	base_w_speciation_rate
72	rho_b_2	0.15	base_b_speciation_rate
72	sigma_d_1	0	long-distance?
72	sigma_e_1	-1	high-island?
72	sigma_w_1	1	high-island?
72	sigma_b_1	0	long-distance?
72	sigma_d_2	1	old-to-young?
72	sigma_e_2	0	net-growth?
72	sigma_w_2	0	net-growth?
72	sigma_b_2	0	old-to-young?
72	phi_d_1	0	distance
72	phi_e_1	0	elevation
72	phi_w_1	1	elevation
72	phi_b_1	1	distance
72	phi_d_2	1	age-diff
72	phi_e_2	1	age
72	phi_w_2	0	age
72	phi_b_2	0	age-diff
