nd13	0
nd35	0
nd36	0
nd24	0
nd15	0
nd27	0
nd97	2
nd125	2
nd126	2
nd79	2
nd109	2
nd115	2
nd116	2
nd43	0
nd44	0
nd40	0
nd45	0
nd47	0
nd48	0
nd33	1
nd49	1
nd50	1
nd42	0
nd29	0
nd37	0
nd38	0
nd6	0
nd19	0
nd83	2
nd87	2
nd88	2
nd111	2
nd137	2
nd138	43
nd124	2
nd108	2
nd133	46
nd134	4
nd67	2
nd135	2
nd136	2
nd129	4
nd130	4
nd128	37
nd94	4
nd121	37
nd122	37
nd72	2
nd95	15
nd96	4
nd81	3
nd85	2
nd86	15
nd99	36
nd100	4
nd89	2
nd113	43
nd114	12
nd102	2
nd131	16
nd132	4
nd120	16
nd117	15
nd118	15
nd105	16
nd106	3
nd51	0
nd52	1
nd8	0
nd2	0
outgroup	6
