sample	variable	value	description
312	whole_tree_age	29.2976	whole_tree_age
312	island_ori_age	16.0048	island_origin_age
312	island_ori_region	1	island_origin_region
312	rho_d_2	0.05	base_dispersal_rate
312	rho_e_2	0.05	base_extinction_rate
312	rho_w_2	0.05	base_w_speciation_rate
312	rho_b_2	0.25	base_b_speciation_rate
312	sigma_d_1	0	long-distance?
312	sigma_e_1	-1.5	high-island?
312	sigma_w_1	0	high-island?
312	sigma_b_1	0	long-distance?
312	sigma_d_2	0	old-to-young?
312	sigma_e_2	0	net-growth?
312	sigma_w_2	-1.5	net-growth?
312	sigma_b_2	0	old-to-young?
312	phi_d_1	-0.5	distance
312	phi_e_1	-1	elevation
312	phi_w_1	0.5	elevation
312	phi_b_1	1	distance
312	phi_d_2	0.5	age-diff
312	phi_e_2	1	age
312	phi_w_2	-0.5	age
312	phi_b_2	-1	age-diff
