sample	variable	value	description
7	whole_tree_age	17.5035	whole_tree_age
7	island_ori_age	1.3023	island_origin_age
7	island_ori_region	5	island_origin_region
7	rho_d_2	0.05	base_dispersal_rate
7	rho_e_2	0.05	base_extinction_rate
7	rho_w_2	0.05	base_w_speciation_rate
7	rho_b_2	0.2	base_b_speciation_rate
7	sigma_d_1	0	long-distance?
7	sigma_e_1	0	high-island?
7	sigma_w_1	0	high-island?
7	sigma_b_1	1	long-distance?
7	sigma_d_2	1	old-to-young?
7	sigma_e_2	-1	net-growth?
7	sigma_w_2	-1	net-growth?
7	sigma_b_2	1	old-to-young?
7	phi_d_1	-1	distance
7	phi_e_1	0	elevation
7	phi_w_1	1	elevation
7	phi_b_1	0	distance
7	phi_d_2	0	age-diff
7	phi_e_2	1	age
7	phi_w_2	-1	age
7	phi_b_2	1	age-diff
