sample	variable	value	description
250	whole_tree_age	18.3896	whole_tree_age
250	island_ori_age	14.2686	island_origin_age
250	island_ori_region	1	island_origin_region
250	rho_d_2	0.025	base_dispersal_rate
250	rho_e_2	0.025	base_extinction_rate
250	rho_w_2	0.025	base_w_speciation_rate
250	rho_b_2	0.15	base_b_speciation_rate
250	sigma_d_1	0	long-distance?
250	sigma_e_1	0	high-island?
250	sigma_w_1	0	high-island?
250	sigma_b_1	1	long-distance?
250	sigma_d_2	1	old-to-young?
250	sigma_e_2	0	net-growth?
250	sigma_w_2	0	net-growth?
250	sigma_b_2	-1	old-to-young?
250	phi_d_1	-1	distance
250	phi_e_1	-1	elevation
250	phi_w_1	1	elevation
250	phi_b_1	1	distance
250	phi_d_2	0	age-diff
250	phi_e_2	1	age
250	phi_w_2	-1	age
250	phi_b_2	-1	age-diff
