sample	variable	value	description
305	whole_tree_age	23.5658	whole_tree_age
305	island_ori_age	11.8151	island_origin_age
305	island_ori_region	1	island_origin_region
305	rho_d_2	0.025	base_dispersal_rate
305	rho_e_2	0.025	base_extinction_rate
305	rho_w_2	0.025	base_w_speciation_rate
305	rho_b_2	0.15	base_b_speciation_rate
305	sigma_d_1	0	long-distance?
305	sigma_e_1	-1	high-island?
305	sigma_w_1	1	high-island?
305	sigma_b_1	1	long-distance?
305	sigma_d_2	1	old-to-young?
305	sigma_e_2	0	net-growth?
305	sigma_w_2	0	net-growth?
305	sigma_b_2	0	old-to-young?
305	phi_d_1	0	distance
305	phi_e_1	-1	elevation
305	phi_w_1	1	elevation
305	phi_b_1	0	distance
305	phi_d_2	1	age-diff
305	phi_e_2	0	age
305	phi_w_2	0	age
305	phi_b_2	-1	age-diff
