sample	variable	value	description
197	whole_tree_age	20.0351	whole_tree_age
197	island_ori_age	7.49354	island_origin_age
197	island_ori_region	1	island_origin_region
197	rho_d_2	0.05	base_dispersal_rate
197	rho_e_2	0.05	base_extinction_rate
197	rho_w_2	0.05	base_w_speciation_rate
197	rho_b_2	0.2	base_b_speciation_rate
197	sigma_d_1	0	long-distance?
197	sigma_e_1	-1	high-island?
197	sigma_w_1	0	high-island?
197	sigma_b_1	0	long-distance?
197	sigma_d_2	0	old-to-young?
197	sigma_e_2	-1	net-growth?
197	sigma_w_2	0	net-growth?
197	sigma_b_2	1	old-to-young?
197	phi_d_1	0	distance
197	phi_e_1	0	elevation
197	phi_w_1	0	elevation
197	phi_b_1	0	distance
197	phi_d_2	0	age-diff
197	phi_e_2	0	age
197	phi_w_2	0	age
197	phi_b_2	0	age-diff
