sample	variable	value	description
164	whole_tree_age	19.3879	whole_tree_age
164	island_ori_age	12.5643	island_origin_age
164	island_ori_region	1	island_origin_region
164	rho_d_2	0.025	base_dispersal_rate
164	rho_e_2	0.025	base_extinction_rate
164	rho_w_2	0.025	base_w_speciation_rate
164	rho_b_2	0.15	base_b_speciation_rate
164	sigma_d_1	0	long-distance?
164	sigma_e_1	-1	high-island?
164	sigma_w_1	1	high-island?
164	sigma_b_1	1	long-distance?
164	sigma_d_2	0	old-to-young?
164	sigma_e_2	0	net-growth?
164	sigma_w_2	-1	net-growth?
164	sigma_b_2	-1	old-to-young?
164	phi_d_1	-1	distance
164	phi_e_1	-1	elevation
164	phi_w_1	1	elevation
164	phi_b_1	1	distance
164	phi_d_2	0	age-diff
164	phi_e_2	0	age
164	phi_w_2	-1	age
164	phi_b_2	0	age-diff
