sample	variable	value	description
292	whole_tree_age	26.9906	whole_tree_age
292	island_ori_age	16.3953	island_origin_age
292	island_ori_region	1	island_origin_region
292	rho_d_2	0.025	base_dispersal_rate
292	rho_e_2	0.025	base_extinction_rate
292	rho_w_2	0.025	base_w_speciation_rate
292	rho_b_2	0.15	base_b_speciation_rate
292	sigma_d_1	0	long-distance?
292	sigma_e_1	-1	high-island?
292	sigma_w_1	1	high-island?
292	sigma_b_1	0	long-distance?
292	sigma_d_2	1	old-to-young?
292	sigma_e_2	1	net-growth?
292	sigma_w_2	0	net-growth?
292	sigma_b_2	-1	old-to-young?
292	phi_d_1	-1	distance
292	phi_e_1	0	elevation
292	phi_w_1	1	elevation
292	phi_b_1	0	distance
292	phi_d_2	1	age-diff
292	phi_e_2	0	age
292	phi_w_2	0	age
292	phi_b_2	0	age-diff
