nd165	12
nd129	6
nd130	31
nd237	6
nd238	6
nd182	6
nd227	6
nd228	6
nd161	98
nd162	6
nd117	12
nd179	6
nd180	6
nd104	6
nd261	1
nd262	63
nd219	15
nd220	63
nd164	6
nd267	0
nd268	7
nd271	1
nd272	3
nd241	14
nd242	1
nd269	0
nd270	120
nd256	2
nd200	1
nd215	6
nd216	6
nd233	9
nd259	7
nd260	0
nd102	6
nd217	37
nd218	12
nd209	6
nd139	1
nd167	6
nd225	2
nd235	63
nd236	1
nd90	6
nd207	4
nd208	6
nd135	6
nd173	12
nd213	6
nd214	6
nd150	3
nd74	6
nd247	6
nd248	6
nd240	6
nd229	2
nd230	2
nd169	6
nd170	6
nd153	6
nd154	11
nd249	67
nd250	1
nd257	1
nd258	1
nd253	6
nd254	6
nd221	1
nd222	31
nd189	1
nd197	0
nd198	35
nd131	6
nd132	6
nd133	1
nd191	11
nd192	1
nd143	7
nd144	0
nd245	1
nd246	1
nd183	29
nd263	32
nd264	1
nd195	1
nd196	1
nd205	15
nd206	9
nd145	15
nd265	2
nd266	2
nd177	12
nd223	65
nd224	7
nd120	0
nd187	6
nd91	6
nd86	6
outgroup	7
