sample	variable	value	description
120	whole_tree_age	17.8901	whole_tree_age
120	island_ori_age	4.02245	island_origin_age
120	island_ori_region	4	island_origin_region
120	rho_d_2	0.05	base_dispersal_rate
120	rho_e_2	0.05	base_extinction_rate
120	rho_w_2	0.05	base_w_speciation_rate
120	rho_b_2	0.2	base_b_speciation_rate
120	sigma_d_1	0	long-distance?
120	sigma_e_1	0	high-island?
120	sigma_w_1	1	high-island?
120	sigma_b_1	0	long-distance?
120	sigma_d_2	0	old-to-young?
120	sigma_e_2	0	net-growth?
120	sigma_w_2	0	net-growth?
120	sigma_b_2	0	old-to-young?
120	phi_d_1	0	distance
120	phi_e_1	0	elevation
120	phi_w_1	0	elevation
120	phi_b_1	1	distance
120	phi_d_2	0	age-diff
120	phi_e_2	0	age
120	phi_w_2	-1	age
120	phi_b_2	0	age-diff
