sample	variable	value	description
6	whole_tree_age	28.185	whole_tree_age
6	island_ori_age	10.1738	island_origin_age
6	island_ori_region	2	island_origin_region
6	rho_d_2	0.05	base_dispersal_rate
6	rho_e_2	0.05	base_extinction_rate
6	rho_w_2	0.05	base_w_speciation_rate
6	rho_b_2	0.25	base_b_speciation_rate
6	sigma_d_1	0	long-distance?
6	sigma_e_1	0	high-island?
6	sigma_w_1	1.5	high-island?
6	sigma_b_1	1.5	long-distance?
6	sigma_d_2	1.5	old-to-young?
6	sigma_e_2	0	net-growth?
6	sigma_w_2	0	net-growth?
6	sigma_b_2	0	old-to-young?
6	phi_d_1	-0.5	distance
6	phi_e_1	0	elevation
6	phi_w_1	0	elevation
6	phi_b_1	1	distance
6	phi_d_2	0.5	age-diff
6	phi_e_2	1	age
6	phi_w_2	0	age
6	phi_b_2	-1	age-diff
