sample	variable	value	description
119	whole_tree_age	11.8467	whole_tree_age
119	island_ori_age	4.66373	island_origin_age
119	island_ori_region	3	island_origin_region
119	rho_d_2	0.025	base_dispersal_rate
119	rho_e_2	0.025	base_extinction_rate
119	rho_w_2	0.025	base_w_speciation_rate
119	rho_b_2	0.15	base_b_speciation_rate
119	sigma_d_1	-1	long-distance?
119	sigma_e_1	-1	high-island?
119	sigma_w_1	0	high-island?
119	sigma_b_1	1	long-distance?
119	sigma_d_2	1	old-to-young?
119	sigma_e_2	1	net-growth?
119	sigma_w_2	-1	net-growth?
119	sigma_b_2	-1	old-to-young?
119	phi_d_1	-1	distance
119	phi_e_1	-1	elevation
119	phi_w_1	0	elevation
119	phi_b_1	0	distance
119	phi_d_2	0	age-diff
119	phi_e_2	1	age
119	phi_w_2	-1	age
119	phi_b_2	0	age-diff
