sample	variable	value	description
130	whole_tree_age	22.7744	whole_tree_age
130	island_ori_age	16.295	island_origin_age
130	island_ori_region	1	island_origin_region
130	rho_d_2	0.05	base_dispersal_rate
130	rho_e_2	0.05	base_extinction_rate
130	rho_w_2	0.05	base_w_speciation_rate
130	rho_b_2	0.2	base_b_speciation_rate
130	sigma_d_1	-1	long-distance?
130	sigma_e_1	0	high-island?
130	sigma_w_1	1	high-island?
130	sigma_b_1	1	long-distance?
130	sigma_d_2	1	old-to-young?
130	sigma_e_2	0	net-growth?
130	sigma_w_2	0	net-growth?
130	sigma_b_2	0	old-to-young?
130	phi_d_1	0	distance
130	phi_e_1	-1	elevation
130	phi_w_1	1	elevation
130	phi_b_1	1	distance
130	phi_d_2	0	age-diff
130	phi_e_2	1	age
130	phi_w_2	0	age
130	phi_b_2	0	age-diff
