nd121	12
nd149	3
nd150	37
nd140	15
nd132	3
nd130	2
nd112	9
nd155	2
nd185	3
nd186	37
nd199	5
nd200	47
nd211	4
nd212	16
nd170	37
nd148	3
nd201	2
nd202	2
nd167	2
nd168	15
nd171	16
nd172	4
nd173	3
nd191	3
nd192	12
nd126	20
nd189	2
nd190	37
nd182	4
nd107	2
nd113	2
nd114	12
nd141	2
nd159	19
nd179	2
nd180	2
nd157	2
nd158	2
nd124	2
nd133	2
nd134	2
nd120	2
nd103	2
nd175	2
nd187	2
nd188	2
nd138	2
nd71	2
nd72	2
nd177	2
nd178	2
nd209	77
nd210	3
nd204	4
nd165	4
nd166	4
nd195	5
nd196	5
nd154	5
nd97	2
nd100	2
nd205	4
nd207	4
nd208	4
nd197	37
nd198	4
nd162	4
nd144	3
nd136	2
nd86	2
nd115	2
outgroup	6
