sample	variable	value	description
45	whole_tree_age	8.62893	whole_tree_age
45	island_ori_age	2.08751	island_origin_age
45	island_ori_region	3	island_origin_region
45	rho_d_2	0.05	base_dispersal_rate
45	rho_e_2	0.05	base_extinction_rate
45	rho_w_2	0.05	base_w_speciation_rate
45	rho_b_2	0.2	base_b_speciation_rate
45	sigma_d_1	-1	long-distance?
45	sigma_e_1	-1	high-island?
45	sigma_w_1	1	high-island?
45	sigma_b_1	1	long-distance?
45	sigma_d_2	0	old-to-young?
45	sigma_e_2	-1	net-growth?
45	sigma_w_2	0	net-growth?
45	sigma_b_2	1	old-to-young?
45	phi_d_1	-1	distance
45	phi_e_1	0	elevation
45	phi_w_1	0	elevation
45	phi_b_1	1	distance
45	phi_d_2	-1	age-diff
45	phi_e_2	0	age
45	phi_w_2	-1	age
45	phi_b_2	0	age-diff
