sample	variable	value	description
255	whole_tree_age	20.8954	whole_tree_age
255	island_ori_age	2.76573	island_origin_age
255	island_ori_region	4	island_origin_region
255	rho_d_2	0.05	base_dispersal_rate
255	rho_e_2	0.05	base_extinction_rate
255	rho_w_2	0.05	base_w_speciation_rate
255	rho_b_2	0.25	base_b_speciation_rate
255	sigma_d_1	-1.5	long-distance?
255	sigma_e_1	-1.5	high-island?
255	sigma_w_1	0	high-island?
255	sigma_b_1	1.5	long-distance?
255	sigma_d_2	1.5	old-to-young?
255	sigma_e_2	1.5	net-growth?
255	sigma_w_2	-1.5	net-growth?
255	sigma_b_2	0	old-to-young?
255	phi_d_1	-0.5	distance
255	phi_e_1	-1	elevation
255	phi_w_1	0.5	elevation
255	phi_b_1	1	distance
255	phi_d_2	0.5	age-diff
255	phi_e_2	0	age
255	phi_w_2	-0.5	age
255	phi_b_2	0	age-diff
