sample	variable	value	description
247	whole_tree_age	15.7509	whole_tree_age
247	island_ori_age	7.48997	island_origin_age
247	island_ori_region	1	island_origin_region
247	rho_d_2	0.05	base_dispersal_rate
247	rho_e_2	0.05	base_extinction_rate
247	rho_w_2	0.05	base_w_speciation_rate
247	rho_b_2	0.2	base_b_speciation_rate
247	sigma_d_1	0	long-distance?
247	sigma_e_1	-1	high-island?
247	sigma_w_1	0	high-island?
247	sigma_b_1	0	long-distance?
247	sigma_d_2	0	old-to-young?
247	sigma_e_2	0	net-growth?
247	sigma_w_2	0	net-growth?
247	sigma_b_2	0	old-to-young?
247	phi_d_1	0	distance
247	phi_e_1	0	elevation
247	phi_w_1	1	elevation
247	phi_b_1	1	distance
247	phi_d_2	0	age-diff
247	phi_e_2	1	age
247	phi_w_2	-1	age
247	phi_b_2	0	age-diff
