sample	variable	value	description
59	whole_tree_age	17.809	whole_tree_age
59	island_ori_age	17.0065	island_origin_age
59	island_ori_region	1	island_origin_region
59	rho_d_2	0.025	base_dispersal_rate
59	rho_e_2	0.025	base_extinction_rate
59	rho_w_2	0.025	base_w_speciation_rate
59	rho_b_2	0.15	base_b_speciation_rate
59	sigma_d_1	-1	long-distance?
59	sigma_e_1	0	high-island?
59	sigma_w_1	0	high-island?
59	sigma_b_1	0	long-distance?
59	sigma_d_2	0	old-to-young?
59	sigma_e_2	1	net-growth?
59	sigma_w_2	-1	net-growth?
59	sigma_b_2	0	old-to-young?
59	phi_d_1	-1	distance
59	phi_e_1	0	elevation
59	phi_w_1	0	elevation
59	phi_b_1	0	distance
59	phi_d_2	1	age-diff
59	phi_e_2	0	age
59	phi_w_2	0	age
59	phi_b_2	-1	age-diff
