sample	variable	value	description
96	whole_tree_age	19.4332	whole_tree_age
96	island_ori_age	14.6668	island_origin_age
96	island_ori_region	1	island_origin_region
96	rho_d_2	0.05	base_dispersal_rate
96	rho_e_2	0.05	base_extinction_rate
96	rho_w_2	0.05	base_w_speciation_rate
96	rho_b_2	0.2	base_b_speciation_rate
96	sigma_d_1	-1	long-distance?
96	sigma_e_1	-1	high-island?
96	sigma_w_1	0	high-island?
96	sigma_b_1	0	long-distance?
96	sigma_d_2	1	old-to-young?
96	sigma_e_2	-1	net-growth?
96	sigma_w_2	0	net-growth?
96	sigma_b_2	1	old-to-young?
96	phi_d_1	0	distance
96	phi_e_1	0	elevation
96	phi_w_1	1	elevation
96	phi_b_1	0	distance
96	phi_d_2	-1	age-diff
96	phi_e_2	0	age
96	phi_w_2	-1	age
96	phi_b_2	0	age-diff
