sample	variable	value	description
309	whole_tree_age	28.0599	whole_tree_age
309	island_ori_age	17.0648	island_origin_age
309	island_ori_region	1	island_origin_region
309	rho_d_2	0.05	base_dispersal_rate
309	rho_e_2	0.05	base_extinction_rate
309	rho_w_2	0.05	base_w_speciation_rate
309	rho_b_2	0.25	base_b_speciation_rate
309	sigma_d_1	0	long-distance?
309	sigma_e_1	-1.5	high-island?
309	sigma_w_1	1.5	high-island?
309	sigma_b_1	1.5	long-distance?
309	sigma_d_2	1.5	old-to-young?
309	sigma_e_2	1.5	net-growth?
309	sigma_w_2	-1.5	net-growth?
309	sigma_b_2	0	old-to-young?
309	phi_d_1	0	distance
309	phi_e_1	0	elevation
309	phi_w_1	0	elevation
309	phi_b_1	1	distance
309	phi_d_2	0.5	age-diff
309	phi_e_2	0	age
309	phi_w_2	0	age
309	phi_b_2	0	age-diff
