sample	variable	value	description
22	whole_tree_age	27.6125	whole_tree_age
22	island_ori_age	9.81702	island_origin_age
22	island_ori_region	1	island_origin_region
22	rho_d_2	0.05	base_dispersal_rate
22	rho_e_2	0.05	base_extinction_rate
22	rho_w_2	0.05	base_w_speciation_rate
22	rho_b_2	0.2	base_b_speciation_rate
22	sigma_d_1	-1	long-distance?
22	sigma_e_1	-1	high-island?
22	sigma_w_1	1	high-island?
22	sigma_b_1	0	long-distance?
22	sigma_d_2	1	old-to-young?
22	sigma_e_2	0	net-growth?
22	sigma_w_2	0	net-growth?
22	sigma_b_2	1	old-to-young?
22	phi_d_1	-1	distance
22	phi_e_1	-1	elevation
22	phi_w_1	1	elevation
22	phi_b_1	0	distance
22	phi_d_2	0	age-diff
22	phi_e_2	0	age
22	phi_w_2	0	age
22	phi_b_2	0	age-diff
