sample	variable	value	description
332	whole_tree_age	28.9296	whole_tree_age
332	island_ori_age	11.6797	island_origin_age
332	island_ori_region	1	island_origin_region
332	rho_d_2	0.025	base_dispersal_rate
332	rho_e_2	0.025	base_extinction_rate
332	rho_w_2	0.025	base_w_speciation_rate
332	rho_b_2	0.15	base_b_speciation_rate
332	sigma_d_1	0	long-distance?
332	sigma_e_1	-1	high-island?
332	sigma_w_1	1	high-island?
332	sigma_b_1	0	long-distance?
332	sigma_d_2	1	old-to-young?
332	sigma_e_2	0	net-growth?
332	sigma_w_2	0	net-growth?
332	sigma_b_2	0	old-to-young?
332	phi_d_1	0	distance
332	phi_e_1	0	elevation
332	phi_w_1	0	elevation
332	phi_b_1	1	distance
332	phi_d_2	0	age-diff
332	phi_e_2	1	age
332	phi_w_2	-1	age
332	phi_b_2	-1	age-diff
