sample	variable	value	description
262	whole_tree_age	24.9035	whole_tree_age
262	island_ori_age	7.55581	island_origin_age
262	island_ori_region	1	island_origin_region
262	rho_d_2	0.05	base_dispersal_rate
262	rho_e_2	0.05	base_extinction_rate
262	rho_w_2	0.05	base_w_speciation_rate
262	rho_b_2	0.25	base_b_speciation_rate
262	sigma_d_1	-1.5	long-distance?
262	sigma_e_1	0	high-island?
262	sigma_w_1	0	high-island?
262	sigma_b_1	1.5	long-distance?
262	sigma_d_2	1.5	old-to-young?
262	sigma_e_2	1.5	net-growth?
262	sigma_w_2	-1.5	net-growth?
262	sigma_b_2	0	old-to-young?
262	phi_d_1	0	distance
262	phi_e_1	-1	elevation
262	phi_w_1	0.5	elevation
262	phi_b_1	0	distance
262	phi_d_2	0	age-diff
262	phi_e_2	1	age
262	phi_w_2	0	age
262	phi_b_2	0	age-diff
