sample	variable	value	description
93	whole_tree_age	16.7748	whole_tree_age
93	island_ori_age	13.4273	island_origin_age
93	island_ori_region	1	island_origin_region
93	rho_d_2	0.05	base_dispersal_rate
93	rho_e_2	0.05	base_extinction_rate
93	rho_w_2	0.05	base_w_speciation_rate
93	rho_b_2	0.2	base_b_speciation_rate
93	sigma_d_1	0	long-distance?
93	sigma_e_1	0	high-island?
93	sigma_w_1	0	high-island?
93	sigma_b_1	0	long-distance?
93	sigma_d_2	1	old-to-young?
93	sigma_e_2	0	net-growth?
93	sigma_w_2	-1	net-growth?
93	sigma_b_2	1	old-to-young?
93	phi_d_1	-1	distance
93	phi_e_1	0	elevation
93	phi_w_1	0	elevation
93	phi_b_1	0	distance
93	phi_d_2	-1	age-diff
93	phi_e_2	0	age
93	phi_w_2	0	age
93	phi_b_2	1	age-diff
