sample	variable	value	description
278	whole_tree_age	15.8474	whole_tree_age
278	island_ori_age	6.33607	island_origin_age
278	island_ori_region	1	island_origin_region
278	rho_d_2	0.05	base_dispersal_rate
278	rho_e_2	0.05	base_extinction_rate
278	rho_w_2	0.05	base_w_speciation_rate
278	rho_b_2	0.25	base_b_speciation_rate
278	sigma_d_1	-1.5	long-distance?
278	sigma_e_1	0	high-island?
278	sigma_w_1	0	high-island?
278	sigma_b_1	0	long-distance?
278	sigma_d_2	0	old-to-young?
278	sigma_e_2	0	net-growth?
278	sigma_w_2	0	net-growth?
278	sigma_b_2	0	old-to-young?
278	phi_d_1	0	distance
278	phi_e_1	-1	elevation
278	phi_w_1	0.5	elevation
278	phi_b_1	1	distance
278	phi_d_2	0	age-diff
278	phi_e_2	0	age
278	phi_w_2	0	age
278	phi_b_2	-1	age-diff
