sample	variable	value	description
188	whole_tree_age	27.5442	whole_tree_age
188	island_ori_age	3.26049	island_origin_age
188	island_ori_region	4	island_origin_region
188	rho_d_2	0.05	base_dispersal_rate
188	rho_e_2	0.05	base_extinction_rate
188	rho_w_2	0.05	base_w_speciation_rate
188	rho_b_2	0.2	base_b_speciation_rate
188	sigma_d_1	-1	long-distance?
188	sigma_e_1	-1	high-island?
188	sigma_w_1	0	high-island?
188	sigma_b_1	1	long-distance?
188	sigma_d_2	0	old-to-young?
188	sigma_e_2	0	net-growth?
188	sigma_w_2	-1	net-growth?
188	sigma_b_2	1	old-to-young?
188	phi_d_1	0	distance
188	phi_e_1	0	elevation
188	phi_w_1	0	elevation
188	phi_b_1	1	distance
188	phi_d_2	0	age-diff
188	phi_e_2	1	age
188	phi_w_2	0	age
188	phi_b_2	1	age-diff
