sample	variable	value	description
271	whole_tree_age	26.4979	whole_tree_age
271	island_ori_age	19.4357	island_origin_age
271	island_ori_region	1	island_origin_region
271	rho_d_2	0.05	base_dispersal_rate
271	rho_e_2	0.05	base_extinction_rate
271	rho_w_2	0.05	base_w_speciation_rate
271	rho_b_2	0.2	base_b_speciation_rate
271	sigma_d_1	-1	long-distance?
271	sigma_e_1	0	high-island?
271	sigma_w_1	1	high-island?
271	sigma_b_1	0	long-distance?
271	sigma_d_2	0	old-to-young?
271	sigma_e_2	0	net-growth?
271	sigma_w_2	-1	net-growth?
271	sigma_b_2	0	old-to-young?
271	phi_d_1	-1	distance
271	phi_e_1	-1	elevation
271	phi_w_1	0	elevation
271	phi_b_1	0	distance
271	phi_d_2	-1	age-diff
271	phi_e_2	0	age
271	phi_w_2	-1	age
271	phi_b_2	1	age-diff
