sample	variable	value	description
108	whole_tree_age	21.4996	whole_tree_age
108	island_ori_age	17.8075	island_origin_age
108	island_ori_region	1	island_origin_region
108	rho_d_2	0.05	base_dispersal_rate
108	rho_e_2	0.05	base_extinction_rate
108	rho_w_2	0.05	base_w_speciation_rate
108	rho_b_2	0.25	base_b_speciation_rate
108	sigma_d_1	0	long-distance?
108	sigma_e_1	-1.5	high-island?
108	sigma_w_1	0	high-island?
108	sigma_b_1	1.5	long-distance?
108	sigma_d_2	1.5	old-to-young?
108	sigma_e_2	1.5	net-growth?
108	sigma_w_2	0	net-growth?
108	sigma_b_2	0	old-to-young?
108	phi_d_1	-0.5	distance
108	phi_e_1	0	elevation
108	phi_w_1	0.5	elevation
108	phi_b_1	0	distance
108	phi_d_2	0.5	age-diff
108	phi_e_2	0	age
108	phi_w_2	0	age
108	phi_b_2	-1	age-diff
