sample	variable	value	description
124	whole_tree_age	28.3494	whole_tree_age
124	island_ori_age	2.8928	island_origin_age
124	island_ori_region	4	island_origin_region
124	rho_d_2	0.025	base_dispersal_rate
124	rho_e_2	0.025	base_extinction_rate
124	rho_w_2	0.025	base_w_speciation_rate
124	rho_b_2	0.15	base_b_speciation_rate
124	sigma_d_1	-1	long-distance?
124	sigma_e_1	-1	high-island?
124	sigma_w_1	1	high-island?
124	sigma_b_1	1	long-distance?
124	sigma_d_2	1	old-to-young?
124	sigma_e_2	0	net-growth?
124	sigma_w_2	0	net-growth?
124	sigma_b_2	-1	old-to-young?
124	phi_d_1	0	distance
124	phi_e_1	0	elevation
124	phi_w_1	1	elevation
124	phi_b_1	0	distance
124	phi_d_2	1	age-diff
124	phi_e_2	0	age
124	phi_w_2	0	age
124	phi_b_2	0	age-diff
