sample	variable	value	description
143	whole_tree_age	23.8108	whole_tree_age
143	island_ori_age	2.20938	island_origin_age
143	island_ori_region	5	island_origin_region
143	rho_d_2	0.025	base_dispersal_rate
143	rho_e_2	0.025	base_extinction_rate
143	rho_w_2	0.025	base_w_speciation_rate
143	rho_b_2	0.15	base_b_speciation_rate
143	sigma_d_1	0	long-distance?
143	sigma_e_1	-1	high-island?
143	sigma_w_1	0	high-island?
143	sigma_b_1	0	long-distance?
143	sigma_d_2	1	old-to-young?
143	sigma_e_2	1	net-growth?
143	sigma_w_2	-1	net-growth?
143	sigma_b_2	0	old-to-young?
143	phi_d_1	-1	distance
143	phi_e_1	0	elevation
143	phi_w_1	0	elevation
143	phi_b_1	0	distance
143	phi_d_2	1	age-diff
143	phi_e_2	0	age
143	phi_w_2	-1	age
143	phi_b_2	-1	age-diff
