sample	variable	value	description
228	whole_tree_age	26.2017	whole_tree_age
228	island_ori_age	13.8244	island_origin_age
228	island_ori_region	1	island_origin_region
228	rho_d_2	0.05	base_dispersal_rate
228	rho_e_2	0.05	base_extinction_rate
228	rho_w_2	0.05	base_w_speciation_rate
228	rho_b_2	0.2	base_b_speciation_rate
228	sigma_d_1	0	long-distance?
228	sigma_e_1	0	high-island?
228	sigma_w_1	1	high-island?
228	sigma_b_1	1	long-distance?
228	sigma_d_2	0	old-to-young?
228	sigma_e_2	-1	net-growth?
228	sigma_w_2	-1	net-growth?
228	sigma_b_2	0	old-to-young?
228	phi_d_1	0	distance
228	phi_e_1	0	elevation
228	phi_w_1	1	elevation
228	phi_b_1	1	distance
228	phi_d_2	0	age-diff
228	phi_e_2	1	age
228	phi_w_2	-1	age
228	phi_b_2	1	age-diff
