sample	variable	value	description
227	whole_tree_age	16.4686	whole_tree_age
227	island_ori_age	12.7804	island_origin_age
227	island_ori_region	1	island_origin_region
227	rho_d_2	0.025	base_dispersal_rate
227	rho_e_2	0.025	base_extinction_rate
227	rho_w_2	0.025	base_w_speciation_rate
227	rho_b_2	0.15	base_b_speciation_rate
227	sigma_d_1	0	long-distance?
227	sigma_e_1	0	high-island?
227	sigma_w_1	1	high-island?
227	sigma_b_1	0	long-distance?
227	sigma_d_2	0	old-to-young?
227	sigma_e_2	0	net-growth?
227	sigma_w_2	0	net-growth?
227	sigma_b_2	0	old-to-young?
227	phi_d_1	0	distance
227	phi_e_1	-1	elevation
227	phi_w_1	1	elevation
227	phi_b_1	1	distance
227	phi_d_2	1	age-diff
227	phi_e_2	1	age
227	phi_w_2	0	age
227	phi_b_2	-1	age-diff
