sample	variable	value	description
20	whole_tree_age	29.2465	whole_tree_age
20	island_ori_age	16.9899	island_origin_age
20	island_ori_region	1	island_origin_region
20	rho_d_2	0.025	base_dispersal_rate
20	rho_e_2	0.025	base_extinction_rate
20	rho_w_2	0.025	base_w_speciation_rate
20	rho_b_2	0.15	base_b_speciation_rate
20	sigma_d_1	0	long-distance?
20	sigma_e_1	0	high-island?
20	sigma_w_1	1	high-island?
20	sigma_b_1	0	long-distance?
20	sigma_d_2	0	old-to-young?
20	sigma_e_2	0	net-growth?
20	sigma_w_2	-1	net-growth?
20	sigma_b_2	-1	old-to-young?
20	phi_d_1	0	distance
20	phi_e_1	0	elevation
20	phi_w_1	0	elevation
20	phi_b_1	0	distance
20	phi_d_2	0	age-diff
20	phi_e_2	0	age
20	phi_w_2	0	age
20	phi_b_2	0	age-diff
