sample	variable	value	description
349	whole_tree_age	25.687	whole_tree_age
349	island_ori_age	16.0557	island_origin_age
349	island_ori_region	1	island_origin_region
349	rho_d_2	0.05	base_dispersal_rate
349	rho_e_2	0.05	base_extinction_rate
349	rho_w_2	0.05	base_w_speciation_rate
349	rho_b_2	0.25	base_b_speciation_rate
349	sigma_d_1	-1.5	long-distance?
349	sigma_e_1	0	high-island?
349	sigma_w_1	0	high-island?
349	sigma_b_1	1.5	long-distance?
349	sigma_d_2	0	old-to-young?
349	sigma_e_2	0	net-growth?
349	sigma_w_2	0	net-growth?
349	sigma_b_2	0	old-to-young?
349	phi_d_1	0	distance
349	phi_e_1	0	elevation
349	phi_w_1	0.5	elevation
349	phi_b_1	0	distance
349	phi_d_2	0.5	age-diff
349	phi_e_2	1	age
349	phi_w_2	-0.5	age
349	phi_b_2	0	age-diff
