sample	variable	value	description
122	whole_tree_age	29.9019	whole_tree_age
122	island_ori_age	12.2112	island_origin_age
122	island_ori_region	1	island_origin_region
122	rho_d_2	0.05	base_dispersal_rate
122	rho_e_2	0.05	base_extinction_rate
122	rho_w_2	0.05	base_w_speciation_rate
122	rho_b_2	0.2	base_b_speciation_rate
122	sigma_d_1	0	long-distance?
122	sigma_e_1	0	high-island?
122	sigma_w_1	1	high-island?
122	sigma_b_1	1	long-distance?
122	sigma_d_2	0	old-to-young?
122	sigma_e_2	0	net-growth?
122	sigma_w_2	0	net-growth?
122	sigma_b_2	1	old-to-young?
122	phi_d_1	-1	distance
122	phi_e_1	0	elevation
122	phi_w_1	1	elevation
122	phi_b_1	1	distance
122	phi_d_2	0	age-diff
122	phi_e_2	1	age
122	phi_w_2	0	age
122	phi_b_2	1	age-diff
