sample	variable	value	description
32	whole_tree_age	29.1558	whole_tree_age
32	island_ori_age	15.5537	island_origin_age
32	island_ori_region	1	island_origin_region
32	rho_d_2	0.05	base_dispersal_rate
32	rho_e_2	0.05	base_extinction_rate
32	rho_w_2	0.05	base_w_speciation_rate
32	rho_b_2	0.25	base_b_speciation_rate
32	sigma_d_1	0	long-distance?
32	sigma_e_1	0	high-island?
32	sigma_w_1	0	high-island?
32	sigma_b_1	1.5	long-distance?
32	sigma_d_2	0	old-to-young?
32	sigma_e_2	1.5	net-growth?
32	sigma_w_2	-1.5	net-growth?
32	sigma_b_2	-1.5	old-to-young?
32	phi_d_1	-0.5	distance
32	phi_e_1	-1	elevation
32	phi_w_1	0	elevation
32	phi_b_1	1	distance
32	phi_d_2	0	age-diff
32	phi_e_2	1	age
32	phi_w_2	0	age
32	phi_b_2	0	age-diff
