sample	variable	value	description
60	whole_tree_age	30.0812	whole_tree_age
60	island_ori_age	17.9999	island_origin_age
60	island_ori_region	1	island_origin_region
60	rho_d_2	0.05	base_dispersal_rate
60	rho_e_2	0.05	base_extinction_rate
60	rho_w_2	0.05	base_w_speciation_rate
60	rho_b_2	0.2	base_b_speciation_rate
60	sigma_d_1	-1	long-distance?
60	sigma_e_1	-1	high-island?
60	sigma_w_1	0	high-island?
60	sigma_b_1	1	long-distance?
60	sigma_d_2	0	old-to-young?
60	sigma_e_2	0	net-growth?
60	sigma_w_2	0	net-growth?
60	sigma_b_2	0	old-to-young?
60	phi_d_1	-1	distance
60	phi_e_1	-1	elevation
60	phi_w_1	1	elevation
60	phi_b_1	0	distance
60	phi_d_2	0	age-diff
60	phi_e_2	0	age
60	phi_w_2	0	age
60	phi_b_2	0	age-diff
