sample	variable	value	description
99	whole_tree_age	22.8265	whole_tree_age
99	island_ori_age	17.1789	island_origin_age
99	island_ori_region	1	island_origin_region
99	rho_d_2	0.05	base_dispersal_rate
99	rho_e_2	0.05	base_extinction_rate
99	rho_w_2	0.05	base_w_speciation_rate
99	rho_b_2	0.2	base_b_speciation_rate
99	sigma_d_1	-1	long-distance?
99	sigma_e_1	0	high-island?
99	sigma_w_1	0	high-island?
99	sigma_b_1	1	long-distance?
99	sigma_d_2	0	old-to-young?
99	sigma_e_2	0	net-growth?
99	sigma_w_2	-1	net-growth?
99	sigma_b_2	0	old-to-young?
99	phi_d_1	0	distance
99	phi_e_1	-1	elevation
99	phi_w_1	0	elevation
99	phi_b_1	1	distance
99	phi_d_2	0	age-diff
99	phi_e_2	0	age
99	phi_w_2	0	age
99	phi_b_2	0	age-diff
