sample	variable	value	description
145	whole_tree_age	10.0316	whole_tree_age
145	island_ori_age	7.69431	island_origin_age
145	island_ori_region	1	island_origin_region
145	rho_d_2	0.025	base_dispersal_rate
145	rho_e_2	0.025	base_extinction_rate
145	rho_w_2	0.025	base_w_speciation_rate
145	rho_b_2	0.15	base_b_speciation_rate
145	sigma_d_1	0	long-distance?
145	sigma_e_1	0	high-island?
145	sigma_w_1	0	high-island?
145	sigma_b_1	1	long-distance?
145	sigma_d_2	1	old-to-young?
145	sigma_e_2	1	net-growth?
145	sigma_w_2	0	net-growth?
145	sigma_b_2	-1	old-to-young?
145	phi_d_1	-1	distance
145	phi_e_1	-1	elevation
145	phi_w_1	1	elevation
145	phi_b_1	1	distance
145	phi_d_2	1	age-diff
145	phi_e_2	0	age
145	phi_w_2	0	age
145	phi_b_2	-1	age-diff
